time,model_id,model_name,port_name,data,,,,,,,,,,,,,,
6,15,(1,0),,<500,2,0,0,0>,,,,,,,,,
6,16,(2,1),outputNeighborhood,<3.5,1,0,0,1>,,,,,,,,,
6,16,(2,1),,<3.5,1,7,0,1>,,,,,,,,,
6,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
6,18,(2,3),outputNeighborhood,<3.5,1,0,0,1>,,,,,,,,,
6,18,(2,3),,<3.5,1,0,0,1>,,,,,,,,,
6,19,(3,2),outputNeighborhood,<2,1,0,0,1>,,,,,,,,,
6,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
6,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
6,21,(1,2),outputNeighborhood,<4,0,0,0,1>,,,,,,,,,
6,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
6,23,(0,1),,<500,2,0,0,0>,,,,,,,,,
6,25,(0,3),,<500,2,0,0,0>,,,,,,,,,
6,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
6,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
6,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
6,9,(3,1),outputNeighborhood,<2.5,0,0,0,0>,,,,,,,,,
6,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
6,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
6,12,(0,2),,<500,2,0,0,0>,,,,,,,,,
6,13,(2,2),,<3,1,6,0,1>,,,,,,,,,
6,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
6,16,(2,1),,<3.5,1,7,0,1>,,,,,,,,,
6,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
6,18,(2,3),,<3.5,1,0,0,1>,,,,,,,,,
6,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
6,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
6,21,(1,2),outputNeighborhood,<4,0,0,0,0>,,,,,,,,,
6,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
6,23,(0,1),,<500,2,0,0,0>,,,,,,,,,
6,25,(0,3),,<500,2,0,0,0>,,,,,,,,,
7,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
7,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
7,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
7,4,(2,0),,<500,2,0,0,0>,,,,,P,P,,,
7,7,(4,4),,<500,2,0,0,0>,,,,P,,P,,,
7,8,(2,4),,<500,2,0,0,0>,,,,,P,,,,
7,9,(3,1),,<2.5,0,0,2,0>,,,,,,,,,
7,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
7,11,(3,3),outputNeighborhood,<2.5,1,6,0,1>,,,,,,,,,
7,11,(3,3),,<2.5,1,6,0,1>,,,,,,,,,
7,13,(2,2),outputNeighborhood,<3,1,6,0,1>,,,,,,,,,
7,13,(2,2),,<3,1,6,0,1>,,,,,,,,,
7,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
7,15,(1,0),,<500,2,0,0,0>,,,,,,,,,
7,16,(2,1),outputNeighborhood,<3.5,1,7,0,1>,,,,,,,,,
7,16,(2,1),,<3.5,1,7,0,1>,,,,,,,,,
7,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
7,18,(2,3),,<3.5,1,0,0,1>,,,,,,,,,
7,19,(3,2),outputNeighborhood,<2,1,7,0,1>,,,,,,,,,
7,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
7,20,(4,2),,<1,0,0,2,0>,,,,,,,,,
7,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
7,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
7,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
7,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
7,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
7,9,(3,1),outputNeighborhood,<2.5,0,0,2,0>,,,,,,,,,
7,9,(3,1),,<2.5,1,0,0,1>,,,,,,,,,
7,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
7,11,(3,3),,<2.5,1,0,0,1>,,,,,,,,,
7,13,(2,2),,<3,1,0,0,1>,,,,,,,,,
7,16,(2,1),,<3.5,0,0,0,1>,,,,,,,,,
7,19,(3,2),,<2,0,0,0,1>,,,,,,,,,
7,20,(4,2),outputNeighborhood,<1,0,0,2,0>,,,,,,,,,
7,20,(4,2),,<1,1,0,0,1>,,,,,,,,,
8,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
8,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
8,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
8,4,(2,0),,<500,2,0,0,0>,,,,,P7,P6,,,
8,5,(4,0),,<500,2,0,0,0>,,,,P5,,P4,,,
8,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
8,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
8,9,(3,1),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
8,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
8,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
8,11,(3,3),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
8,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
8,13,(2,2),outputNeighborhood,<3,1,0,0,1>,,,,,,,,,
8,13,(2,2),,<3,1,7,0,1>,,,,,,,,,
8,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
8,15,(1,0),,<500,2,0,0,0>,,,,,,,,,
8,16,(2,1),outputNeighborhood,<3.5,0,0,0,1>,,,,,,,,,
8,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
8,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
8,18,(2,3),,<3.5,1,6,0,1>,,,,,,,,,
8,19,(3,2),outputNeighborhood,<2,0,0,0,1>,,,,,,,,,
8,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
8,20,(4,2),outputNeighborhood,<1,1,0,0,1>,,,,,,,,,
8,20,(4,2),,<1,0,0,0,1>,,,,,,,,,
8,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
8,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
8,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
8,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
8,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
8,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
8,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
8,13,(2,2),,<3,1,7,0,1>,,,,,,,,,
8,15,(1,0),,<500,2,0,0,0>,,,,,,,,,
8,16,(2,1),outputNeighborhood,<3.5,0,0,0,0>,,,,,,,,,
8,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
8,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
8,18,(2,3),,<3.5,1,6,0,1>,,,,,,,,,
8,19,(3,2),outputNeighborhood,<2,0,0,0,0>,,,,,,,,,
8,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
8,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
8,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
8,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
8,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
8,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
8,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
8,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
8,20,(4,2),outputNeighborhood,<1,0,0,0,0>,,,,,,,,,
8,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
9,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
9,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
9,3,(3,0),,<500,2,0,0,0>,,,,,P,P,,,
9,4,(2,0),,<500,2,0,0,0>,,,,P,P,,,,
9,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
9,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
9,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
9,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
9,9,(3,1),outputNeighborhood,<2.5,1,5,0,1>,,,,,,,,,
9,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
9,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
9,11,(3,3),outputNeighborhood,<2.5,1,4,0,1>,,,,,,,,,
9,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
9,13,(2,2),outputNeighborhood,<3,1,7,0,1>,,,,,,,,,
9,13,(2,2),,<3,1,7,0,1>,,,,,,,,,
9,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
9,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
9,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
9,18,(2,3),outputNeighborhood,<3.5,1,6,0,1>,,,,,,,,,
9,18,(2,3),,<3.5,1,6,0,1>,,,,,,,,,
9,19,(3,2),,<2,0,0,5,0>,,,,,,,,,
9,20,(4,2),outputNeighborhood,<1,0,0,0,1>,,,,,,,,,
9,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
9,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
9,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
9,9,(3,1),,<2.5,1,0,0,1>,,,,,,,,,
9,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
9,11,(3,3),,<2.5,0,0,0,1>,,,,,,,,,
9,13,(2,2),,<3,1,0,0,1>,,,,,,,,,
9,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
9,18,(2,3),,<3.5,1,0,0,1>,,,,,,,,,
9,19,(3,2),outputNeighborhood,<2,0,0,5,0>,,,,,,,,,
9,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
9,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
10,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
10,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
10,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
10,4,(2,0),,<500,2,0,0,0>,,,,,P8,P7,,,
10,5,(4,0),,<500,2,0,0,0>,,,,P8,P7,,,,
10,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
10,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
10,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
10,9,(3,1),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
10,9,(3,1),,<2.5,1,8,0,1>,,,,,,,,,
10,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
10,11,(3,3),outputNeighborhood,<2.5,0,0,0,1>,,,,,,,,,
10,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
10,13,(2,2),outputNeighborhood,<3,1,0,0,1>,,,,,,,,,
10,13,(2,2),,<3,1,8,0,1>,,,,,,,,,
10,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
10,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
10,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
10,18,(2,3),outputNeighborhood,<3.5,1,0,0,1>,,,,,,,,,
10,18,(2,3),,<3.5,1,7,0,1>,,,,,,,,,
10,19,(3,2),outputNeighborhood,<2,1,0,0,1>,,,,,,,,,
10,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
10,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
10,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
10,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
10,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
10,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
10,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
10,11,(3,3),outputNeighborhood,<2.5,0,0,0,0>,,,,,,,,,
10,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
10,13,(2,2),,<3,1,8,0,1>,,,,,,,,,
10,18,(2,3),,<3.5,1,7,0,1>,,,,,,,,,
10,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
10,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
11,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
11,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
11,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
11,4,(2,0),,<500,2,0,0,0>,,,,,,P,,,
11,5,(4,0),,<500,2,0,0,0>,,,,P,,P,,,
11,6,(1,4),,<500,2,0,0,0>,,,,,P,,,,
11,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
11,9,(3,1),outputNeighborhood,<2.5,1,8,0,1>,,,,,,,,,
11,9,(3,1),,<2.5,1,8,0,1>,,,,,,,,,
11,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
11,11,(3,3),,<2.5,0,0,1,0>,,,,,,,,,
11,13,(2,2),outputNeighborhood,<3,1,8,0,1>,,,,,,,,,
11,13,(2,2),,<3,1,8,0,1>,,,,,,,,,
11,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
11,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
11,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
11,18,(2,3),outputNeighborhood,<3.5,1,7,0,1>,,,,,,,,,
11,18,(2,3),,<3.5,1,7,0,1>,,,,,,,,,
11,19,(3,2),outputNeighborhood,<2,1,7,0,1>,,,,,,,,,
11,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
11,20,(4,2),,<1,0,0,2,0>,,,,,,,,,
11,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
11,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
11,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
11,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
11,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
11,9,(3,1),,<2.5,1,0,0,1>,,,,,,,,,
11,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
11,11,(3,3),outputNeighborhood,<2.5,0,0,1,0>,,,,,,,,,
11,11,(3,3),,<2.5,1,0,0,1>,,,,,,,,,
11,13,(2,2),,<3,0,0,0,1>,,,,,,,,,
11,18,(2,3),,<3.5,1,0,0,1>,,,,,,,,,
11,19,(3,2),,<2,0,0,0,1>,,,,,,,,,
11,20,(4,2),outputNeighborhood,<1,0,0,2,0>,,,,,,,,,
11,20,(4,2),,<1,1,0,0,1>,,,,,,,,,
12,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
12,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
12,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
12,4,(2,0),,<500,2,0,0,0>,,,,,,P6,,,
12,5,(4,0),,<500,2,0,0,0>,,,,P5,,P4,,,
12,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
12,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
12,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
12,9,(3,1),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
12,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
12,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
12,11,(3,3),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
12,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
12,13,(2,2),outputNeighborhood,<3,0,0,0,1>,,,,,,,,,
12,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
12,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
12,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
12,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
12,18,(2,3),outputNeighborhood,<3.5,1,0,0,1>,,,,,,,,,
12,18,(2,3),,<3.5,1,6,0,1>,,,,,,,,,
12,19,(3,2),outputNeighborhood,<2,0,0,0,1>,,,,,,,,,
12,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
12,20,(4,2),outputNeighborhood,<1,1,0,0,1>,,,,,,,,,
12,20,(4,2),,<1,0,0,0,1>,,,,,,,,,
12,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
12,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
12,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
12,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
12,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
12,13,(2,2),outputNeighborhood,<3,0,0,0,0>,,,,,,,,,
12,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
12,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
12,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
12,17,(1,1),,<4.5,0,0,0,0>,,,,,,,,,
12,18,(2,3),,<3.5,1,6,0,1>,,,,,,,,,
12,19,(3,2),outputNeighborhood,<2,0,0,0,0>,,,,,,,,,
12,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
12,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
12,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
12,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
12,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
12,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
12,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
12,19,(3,2),,<2,0,0,0,0>,,,,,,,,,
12,20,(4,2),outputNeighborhood,<1,0,0,0,0>,,,,,,,,,
12,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
13,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
13,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
13,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
13,4,(2,0),,<500,2,0,0,0>,,,,P,P,P,,,
13,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
13,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
13,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
13,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
13,9,(3,1),outputNeighborhood,<2.5,1,5,0,1>,,,,,,,,,
13,9,(3,1),,<2.5,1,5,0,1>,,,,,,,,,
13,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
13,11,(3,3),outputNeighborhood,<2.5,1,4,0,1>,,,,,,,,,
13,11,(3,3),,<2.5,1,4,0,1>,,,,,,,,,
13,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
13,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
13,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
13,18,(2,3),outputNeighborhood,<3.5,1,6,0,1>,,,,,,,,,
13,18,(2,3),,<3.5,1,6,0,1>,,,,,,,,,
13,19,(3,2),,<2,0,0,3,0>,,,,,,,,,
13,20,(4,2),outputNeighborhood,<1,0,0,0,1>,,,,,,,,,
13,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
13,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
13,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
13,9,(3,1),,<2.5,1,0,0,1>,,,,,,,,,
13,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
13,11,(3,3),,<2.5,1,0,0,1>,,,,,,,,,
13,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
13,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
13,18,(2,3),,<3.5,0,0,0,1>,,,,,,,,,
13,19,(3,2),outputNeighborhood,<2,0,0,3,0>,,,,,,,,,
13,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
13,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
14,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
14,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
14,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
14,4,(2,0),,<500,2,0,0,0>,,,,P8,P7,P6,,,
14,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
14,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
14,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
14,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
14,9,(3,1),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
14,9,(3,1),,<2.5,1,8,0,1>,,,,,,,,,
14,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
14,11,(3,3),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
14,11,(3,3),,<2.5,1,6,0,1>,,,,,,,,,
14,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
14,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
14,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
14,18,(2,3),outputNeighborhood,<3.5,0,0,0,1>,,,,,,,,,
14,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
14,19,(3,2),outputNeighborhood,<2,1,0,0,1>,,,,,,,,,
14,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
14,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
14,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
14,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
14,6,(1,4),,<500,2,0,0,0>,,,,,,,,,
14,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
14,11,(3,3),,<2.5,1,6,0,1>,,,,,,,,,
14,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
14,14,(1,3),,<4.5,0,0,0,0>,,,,,,,,,
14,18,(2,3),outputNeighborhood,<3.5,0,0,0,0>,,,,,,,,,
14,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
14,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
14,21,(1,2),,<4,0,0,0,0>,,,,,,,,,
15,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
15,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
15,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
15,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
15,5,(4,0),,<500,2,0,0,0>,,,,P,P,,,,
15,7,(4,4),,<500,2,0,0,0>,,,,,P,,,,
15,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
15,9,(3,1),outputNeighborhood,<2.5,1,8,0,1>,,,,,,,,,
15,9,(3,1),,<2.5,1,8,0,1>,,,,,,,,,
15,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
15,11,(3,3),outputNeighborhood,<2.5,1,6,0,1>,,,,,,,,,
15,11,(3,3),,<2.5,1,6,0,1>,,,,,,,,,
15,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
15,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
15,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
15,19,(3,2),outputNeighborhood,<2,1,7,0,1>,,,,,,,,,
15,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
15,20,(4,2),,<1,0,0,3,0>,,,,,,,,,
15,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
15,9,(3,1),,<2.5,1,0,0,1>,,,,,,,,,
15,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
15,11,(3,3),,<2.5,0,0,0,1>,,,,,,,,,
15,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
15,20,(4,2),outputNeighborhood,<1,0,0,3,0>,,,,,,,,,
15,20,(4,2),,<1,1,0,0,1>,,,,,,,,,
16,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
16,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
16,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
16,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
16,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
16,7,(4,4),,<500,2,0,0,0>,,,,P8,P7,,,,
16,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
16,9,(3,1),outputNeighborhood,<2.5,1,0,0,1>,,,,,,,,,
16,9,(3,1),,<2.5,1,0,0,1>,,,,,,,,,
16,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
16,11,(3,3),outputNeighborhood,<2.5,0,0,0,1>,,,,,,,,,
16,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
16,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
16,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
16,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
16,19,(3,2),outputNeighborhood,<2,1,0,0,1>,,,,,,,,,
16,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
16,20,(4,2),outputNeighborhood,<1,1,0,0,1>,,,,,,,,,
16,20,(4,2),,<1,0,0,0,1>,,,,,,,,,
16,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
16,2,(3,4),,<500,2,0,0,0>,,,,,,,,,
16,7,(4,4),,<500,2,0,0,0>,,,,,,,,,
16,8,(2,4),,<500,2,0,0,0>,,,,,,,,,
16,11,(3,3),outputNeighborhood,<2.5,0,0,0,0>,,,,,,,,,
16,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
16,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
16,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
16,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
16,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
16,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
16,9,(3,1),,<2.5,1,8,0,1>,,,,,,,,,
16,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
16,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
16,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
16,20,(4,2),outputNeighborhood,<1,0,0,0,0>,,,,,,,,,
16,20,(4,2),,<1,0,0,0,0>,,,,,,,,,
17,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
17,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
17,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
17,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
17,9,(3,1),outputNeighborhood,<2.5,1,8,0,1>,,,,,P,,,,
17,9,(3,1),,<2.5,1,8,0,1>,,,,,P,,,,
17,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
17,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
17,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
17,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
17,18,(2,3),,<3.5,0,0,0,0>,,,,,,,,,
17,19,(3,2),outputNeighborhood,<2,1,7,0,1>,,,,,,,,,
17,19,(3,2),,<2,1,7,0,1>,,,,,,,,,
17,20,(4,2),outputNeighborhood,<1,0,0,0,1>,,,,,,,,,
17,20,(4,2),,<1,0,0,1,0>,,,,,,,,,
17,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
17,9,(3,1),,<2.5,0,0,0,1>,,,,,,,,,
17,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
17,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
17,19,(3,2),,<2,1,0,0,1>,,,,,,,,,
17,20,(4,2),outputNeighborhood,<1,0,0,1,0>,,,,,,,,,
17,20,(4,2),,<1,1,0,0,1>,,,,,,,,,
18,1,(4,3),,<500,2,0,0,0>,,,,,,,,,
18,3,(3,0),,<500,2,0,0,0>,,,,,,,,,
18,4,(2,0),,<500,2,0,0,0>,,,,,,,,,
18,5,(4,0),,<500,2,0,0,0>,,,,,,,,,
18,9,(3,1),outputNeighborhood,<2.5,0,0,0,1>,,,,,P7,,,,
18,9,(3,1),,<2.5,0,0,0,0>,,,,,,,,,
18,10,(4,1),,<500,2,0,0,0>,,,,,,,,,
18,11,(3,3),,<2.5,0,0,0,0>,,,,,,,,,
18,13,(2,2),,<3,0,0,0,0>,,,,,,,,,
18,16,(2,1),,<3.5,0,0,0,0>,,,,,,,,,
